name,frame,card_type,monster_type,level,attribute,cardmarket,tcgplayer,word_count
Anteatereatingant,effect,Effect Monster,Insect,5,EARTH,0.05,0.15,50
Anthrosaurus,normal,Normal Monster,Dinosaur,3,EARTH,0.15,0.19,24
Anti-Aircraft Flower,effect,Effect Monster,Plant,3,EARTH,0.14,0.07,21
Antialian,effect,Effect Monster,Cyberse,4,EARTH,0.04,0.18,44
Antihuman Intelligence ME-PSY-YA,effect_pendulum,Pendulum Effect Monster,Cyberse,8,LIGHT,1.32,0.70,96
Ape Fighter,effect,Effect Monster,Beast,4,DARK,0.09,0.20,39
Ape Magician,effect,Effect Monster,Beast,3,DARK,0.14,0.11,52
Apocatequil,effect,Effect Monster,Thunder,4,LIGHT,0.13,0.23,46
"Apollousa, Bow of the Goddess",link,Link Monster,Fairy,L4,WIND,9.41,5.94,64
Apoqliphort Skybase,effect,Effect Monster,Machine,9,EARTH,0.76,0.35,59
Apoqliphort Towers,effect,Effect Monster,Machine,10,EARTH,0.21,0.35,74
Apple Magician Girl,effect,Effect Monster,Spellcaster,3,FIRE,0.40,0.93,76
Appliancer Breakerbuncle,effect,Effect Monster,Machine,1,WATER,0.21,0.18,60
Appliancer Celtopus,link,Link Monster,Machine,L2,DARK,0.23,0.19,87
Appliancer Copybokkle,effect,Effect Monster,Machine,1,DARK,0.25,0.17,84
Appliancer Dryer Drake,link,Link Monster,Machine,L1,FIRE,0.24,0.17,93
Appliancer Kappa Scale,link,Link Monster,Machine,L1,WATER,0.22,0.19,68
Appliancer Laundry Dragon,link,Link Monster,Machine,L1,WATER,0.26,0.20,83
Appliancer Propelion,link,Link Monster,Machine,L1,WIND,0.13,0.08,85
Appliancer Socketroll,effect,Effect Monster,Machine,1,DARK,0.40,0.20,57
Appliancer Vacculephant,link,Link Monster,Machine,L1,DARK,0.21,0.17,76
Apprentice Illusion Magician,effect,Effect Monster,Spellcaster,6,DARK,1.29,0.54,74
Apprentice Magician,effect,Effect Monster,Spellcaster,2,DARK,0.08,0.12,52
Apprentice Piper,effect,Flip Effect Monster,Spellcaster,2,DARK,0.15,0.30,34
Aqua Armor Ninja,effect,Effect Monster,Warrior,4,WATER,0.09,0.07,33
Aqua Dragon,fusion,Fusion Monster,Sea Serpent,6,WATER,9.28,1.17,10
Aqua Madoor,normal,Normal Monster,Spellcaster,4,WATER,0.05,0.14,17
Aqua Snake,normal,Normal Monster,Aqua,3,WATER,0.00,0.00,18
Aqua Spirit,effect,Effect Monster,Aqua,4,WATER,0.16,0.18,61
Aquaactress Arowana,effect,Effect Monster,Aqua,6,WATER,0.06,0.09,15
Aquaactress Guppy,effect,Effect Monster,Aqua,2,WATER,0.05,0.10,13
Aquaactress Tetra,effect,Effect Monster,Aqua,1,WATER,0.03,0.13,15
Aquarian Alessa,effect,Gemini Monster,Aqua,4,WATER,0.31,0.35,63
Arahime the Manifested Mikanko,ritual,Ritual Effect Monster,Fairy,9,LIGHT,0.00,0.39,106
Aratama,effect,Spirit Monster,Fiend,4,DARK,0.18,0.31,47
Arc Rebellion Xyz Dragon,xyz,XYZ Monster,Dragon,5,DARK,0.38,0.21,92
Arcana Extra Joker,link,Link Monster,Warrior,L3,LIGHT,0.13,0.08,93
Arcana Force 0 - The Fool,effect,Effect Monster,Fairy,1,LIGHT,0.23,0.26,60
Arcana Force EX - The Dark Ruler,effect,Effect Monster,Fairy,10,LIGHT,13.50,1.01,101
Arcana Force EX - The Light Ruler,effect,Effect Monster,Fairy,10,LIGHT,2.03,0.32,109
Arcana Force I - The Magician,effect,Effect Monster,Fairy,4,LIGHT,0.18,0.24,45
Arcana Force III - The Empress,effect,Effect Monster,Fairy,4,LIGHT,0.21,0.26,52
Arcana Force IV - The Emperor,effect,Effect Monster,Fairy,4,LIGHT,0.21,0.19,30
Arcana Force VI - The Lovers,effect,Effect Monster,Fairy,4,LIGHT,0.21,0.21,36
Arcana Force VII - The Chariot,effect,Effect Monster,Fairy,4,LIGHT,0.20,0.38,40
Arcana Force XIV - Temperance,effect,Effect Monster,Fairy,6,LIGHT,0.46,0.22,60
Arcana Force XV - The Fiend,effect,Effect Monster,Fairy,7,LIGHT,0.08,0.18,78
Arcana Force XVIII - The Moon,effect,Effect Monster,Fairy,7,LIGHT,0.20,0.18,46
Arcana Force XXI - The World,effect,Effect Monster,Fairy,8,LIGHT,1.29,7.13,47
Arcana Knight Joker,fusion,Fusion Monster,Warrior,9,LIGHT,0.13,0.13,59
Arcana Triumph Joker,effect,Effect Monster,Warrior,10,LIGHT,5.79,2.72,73
Arcane Apprentice,effect,Tuner Monster,Spellcaster,2,FIRE,0.15,0.60,25
Arcane Archer of the Forest,effect,Effect Monster,Warrior,3,EARTH,0.11,0.20,37
Arcanite Magician,synchro,Synchro Monster,Spellcaster,7,LIGHT,0.24,0.99,49
Arcanite Magician/Assault Mode,effect,Effect Monster,Spellcaster,9,LIGHT,3.59,3.53,76
Archfiend Black Skull Dragon,fusion,Fusion Monster,Dragon,9,DARK,0.13,0.72,87
Archfiend Cavalry,effect,Effect Monster,Fiend,4,DARK,0.11,0.28,37
Archfiend Commander,effect,Effect Monster,Fiend,6,DARK,0.18,0.28,72
Archfiend Eccentrick,effect_pendulum,Pendulum Effect Monster,Fiend,3,LIGHT,0.15,0.27,61
"Archfiend Emperor, the First Lord of Horror",effect,Effect Monster,Fiend,8,DARK,0.13,0.19,58
Archfiend Empress,effect,Effect Monster,Fiend,8,DARK,0.13,0.12,63
Archfiend General,effect,Effect Monster,Fiend,4,DARK,0.20,0.25,35
Archfiend Giant,effect,Effect Monster,Fiend,6,DARK,0.23,0.21,59
Archfiend Heiress,effect,Effect Monster,Fiend,3,DARK,1.05,0.80,45
Archfiend Interceptor,effect,Effect Monster,Fiend,4,DARK,0.19,0.14,21
Archfiend Marmot of Nefariousness,normal,Normal Monster,Beast,2,EARTH,1.75,2.96,15
Archfiend Mirror,normal,Normal Monster,Fiend,2,DARK,0.00,0.00,12
Archfiend of Gilfer,effect,Effect Monster,Fiend,6,DARK,0.02,0.19,33
Archfiend Soldier,normal,Normal Monster,Fiend,4,DARK,0.11,0.25,20
Archfiend Zombie-Skull,synchro,Synchro Monster,Zombie,6,DARK,0.31,0.36,17
Archfiend's Ascent,xyz,XYZ Monster,Fiend,6,DARK,0.50,0.44,72
Archfiend's Awakening,ritual,Ritual Effect Monster,Fiend,6,DARK,1.05,1.03,81
Archfiend's Call,synchro,Synchro Monster,Fiend,6,DARK,0.50,0.64,64
Archfiend's Manifestation,fusion,Fusion Monster,Fiend,6,DARK,0.52,0.62,60
Archlord Kristya,effect,Effect Monster,Fairy,8,LIGHT,0.73,0.17,63
Archlord Zerato,effect,Effect Monster,Fairy,8,LIGHT,2.19,6.51,92
Archnemeses Eschatos,effect,Effect Monster,Dragon,11,LIGHT,0.16,0.16,78
Archnemeses Protos,effect,Effect Monster,Wyrm,11,DARK,10.39,5.24,78
Arcjet Lightcraft,effect,Effect Monster,Machine,9,LIGHT,0.06,0.04,77
Aria the Melodious Diva,effect,Effect Monster,Fairy,4,LIGHT,0.17,0.23,24
Ariane the Labrynth Servant,effect,Effect Monster,Fiend,4,DARK,1.00,0.83,93
Arianna the Labrynth Servant,effect,Effect Monster,Fiend,4,DARK,1.40,1.77,83
Arias the Labrynth Butler,effect,Effect Monster,Fiend,6,DARK,0.00,18.35,98
"Ariel, Priestess of the Nekroz",effect,Effect Monster,Psychic,4,WATER,0.15,0.17,72
Arisen Gaia the Fierce Knight,effect,Effect Monster,Warrior,7,DARK,0.34,0.44,78
Arkbrave Dragon,effect,Effect Monster,Dragon,7,LIGHT,0.12,0.21,77
Arktos XII - Chronochasm Vaylantz,fusion_pendulum,Pendulum Effect Fusion Monster,Fairy,12,EARTH,0.09,0.21,145
Arlownay,normal,Normal Monster,Plant,3,EARTH,0.00,0.00,14
Arma Knight,normal,Normal Monster,Aqua,4,WATER,0.00,0.00,10
"Armades, Keeper of Boundaries",synchro,Synchro Monster,Fiend,5,LIGHT,0.87,0.44,29
Armageddon Knight,effect,Effect Monster,Warrior,4,DARK,0.23,0.22,17
Armaill,normal,Normal Monster,Warrior,3,EARTH,0.62,0.07,14
Armed Dragon Catapult Cannon,fusion,Fusion Monster,Machine,10,LIGHT,2.31,4.37,87
Armed Dragon LV10,effect,Effect Monster,Dragon,10,WIND,0.60,0.27,40
Armed Dragon LV10 White,effect,Effect Monster,Dragon,10,LIGHT,0.47,0.21,86
Armed Dragon LV3,effect,Effect Monster,Dragon,3,WIND,0.05,0.15,23
Armed Dragon LV5,effect,Effect Monster,Dragon,5,WIND,0.08,0.15,65
Armed Dragon LV7,effect,Effect Monster,Dragon,7,WIND,0.11,0.21,40
Armed Dragon Thunder LV10,effect,Effect Monster,Dragon,10,WIND,0.32,0.24,97
Armed Dragon Thunder LV3,effect,Effect Monster,Dragon,3,WIND,0.09,0.18,90
Armed Dragon Thunder LV5,effect,Effect Monster,Dragon,5,WIND,0.08,0.19,102
Armed Dragon Thunder LV7,effect,Effect Monster,Dragon,7,WIND,0.31,0.26,98
"Armed Dragon, the Armored Dragon",effect,Effect Monster,Dragon,4,WIND,0.92,0.75,39
Armed Neos,fusion,Fusion Monster,Warrior,10,WIND,0.00,2.09,86
Armed Ninja,effect,Flip Effect Monster,Warrior,1,EARTH,0.13,0.19,34
Armed Protector Dragon,effect,Effect Monster,Dragon,8,LIGHT,0.02,0.06,24
Armed Samurai - Ben Kei,effect,Effect Monster,Warrior,4,DARK,0.14,0.25,17
Armed Sea Hunter,effect,Effect Monster,Sea Serpent,4,WATER,0.05,0.19,54
"Armillyre, the Starleader Dragon",link,Link Monster,Dragon,L2,DARK,0.24,0.27,59
Armityle the Chaos Phantasm,fusion,Fusion Monster,Fiend,12,DARK,2.28,2.13,49
Armityle the Chaos Phantasm - Phantom of Fury,fusion,Fusion Monster,Fiend,12,DARK,5.20,1.11,87
Armor Breaker,effect,Union Effect Monster,Warrior,3,EARTH,0.13,0.27,76
Armor Exe,effect,Effect Monster,Rock,4,LIGHT,0.30,0.23,43
Armored Axon Kicker,effect,Effect Monster,Psychic,6,EARTH,0.15,0.22,55
Armored Bee,effect,Effect Monster,Insect,4,WIND,0.29,0.35,20
Armored Bitron,effect,Effect Monster,Cyberse,2,DARK,0.14,0.22,85
Armored Cybern,effect,Union Effect Monster,Machine,4,WIND,0.08,0.03,96
Armored Kappa,xyz,XYZ Monster,Psychic,2,WATER,0.86,0.84,73
Armored Lizard,normal,Normal Monster,Reptile,4,EARTH,0.14,0.14,11
Armored Rat,normal,Normal Monster,Beast,3,EARTH,0.00,0.00,12
Armored Starfish,normal,Normal Monster,Aqua,4,WATER,0.53,0.04,12
Armored White Bear,effect,Effect Monster,Beast,4,WATER,0.28,0.18,94
Armored Zombie,normal,Normal Monster,Zombie,3,DARK,0.03,0.08,10
Armoroid,effect,Effect Monster,Machine,8,EARTH,0.13,0.16,21
Armory Arm,synchro,Synchro Monster,Machine,4,LIGHT,2.77,4.52,77
Arms of Genex Return Zero,synchro,Synchro Monster,Machine,10,DARK,0.00,0.00,103
"Arnis, the Empowered Warrior",effect,Effect Monster,Warrior,4,FIRE,0.06,0.15,37
Aroma Jar,effect,Flip Effect Monster,Rock,1,WIND,0.39,0.46,35
Aromage Bergamot,effect,Effect Monster,Plant,6,FIRE,2.40,0.86,47
Aromage Cananga,effect,Effect Monster,Plant,3,EARTH,0.20,0.27,37
Aromage Jasmine,effect,Effect Monster,Plant,2,LIGHT,1.18,1.25,47
Aromage Laurel,effect,Effect Monster,Plant,1,WIND,0.14,0.28,62
Aromage Marjoram,effect,Effect Monster,Plant,5,DARK,0.16,0.22,80
Aromage Rosemary,effect,Effect Monster,Plant,4,WATER,0.22,0.62,46
Aromalylith Magnolia,fusion,Fusion Monster,Plant,8,DARK,0.00,0.00,88
Aromalylith Rosalina,effect,Tuner Monster,Plant,1,DARK,0.00,0.00,67
Aromalylith Rosemary,link,Link Monster,Plant,L3,DARK,0.00,0.00,86
Aromaseraphy Angelica,effect,Tuner Monster,Plant,1,LIGHT,0.32,0.76,70
Aromaseraphy Jasmine,link,Link Monster,Plant,L2,LIGHT,15.36,13.12,74
Aromaseraphy Rosemary,synchro,Synchro Monster,Plant,5,LIGHT,0.97,1.02,53
Aromaseraphy Sweet Marjoram,synchro,Synchro Monster,Plant,6,LIGHT,0.25,0.50,78
"Aron, the Ogdoadic King",effect,Effect Monster,Reptile,8,LIGHT,4.72,1.80,97
Arsenal Bug,effect,Effect Monster,Insect,3,EARTH,0.35,0.19,14
Arsenal Summoner,effect,Flip Effect Monster,Spellcaster,4,WIND,0.31,0.21,36
"Artemis, the Magistus Moon Maiden",link,Link Monster,Spellcaster,L1,LIGHT,0.30,0.13,88
Artifact Achilleshield,effect,Effect Monster,Fairy,5,LIGHT,0.12,0.16,68
Artifact Aegis,effect,Effect Monster,Fairy,5,LIGHT,0.09,0.17,72
Artifact Beagalltach,effect,Effect Monster,Fairy,5,LIGHT,0.13,0.21,74
Artifact Caduceus,effect,Effect Monster,Fairy,5,LIGHT,0.24,0.19,77
Artifact Chakram,effect,Effect Monster,Fairy,5,LIGHT,0.08,0.13,84
Artifact Dagda,link,Link Monster,Fairy,L2,LIGHT,1.30,0.86,83
Artifact Durendal,xyz,XYZ Monster,Fairy,5,LIGHT,0.15,0.19,90
Artifact Failnaught,effect,Effect Monster,Fairy,5,LIGHT,0.06,0.17,74
Artifact Labrys,effect,Effect Monster,Fairy,5,LIGHT,0.12,0.17,67
Artifact Lancea,effect,Effect Monster,Fairy,5,LIGHT,0.18,0.16,69
Artifact Mjollnir,effect,Effect Monster,Fairy,5,LIGHT,0.09,0.11,92
Artifact Moralltach,effect,Effect Monster,Fairy,5,LIGHT,0.08,0.17,60
Artifact Scythe,effect,Effect Monster,Fairy,5,LIGHT,0.12,0.15,67
Artifact Vajra,effect,Effect Monster,Fairy,5,LIGHT,0.11,0.09,77
Artillery Catapult Turtle,effect,Effect Monster,Aqua,4,WATER,0.30,0.18,37
"Artorigus, King of the Noble Knights",xyz,XYZ Monster,Warrior,4,LIGHT,5.52,7.88,68
"Ascator, Dawnwalker",effect,Effect Monster,Spellcaster,5,EARTH,0.12,0.16,59
Ascension Sky Dragon,synchro,Synchro Monster,Dragon,10,LIGHT,0.25,0.30,83
Ash Blossom & Joyous Spring,effect,Tuner Monster,Zombie,3,FIRE,3.12,3.12,64
Ashoka Pillar,effect,Effect Monster,Rock,3,EARTH,0.13,0.24,55
Ashura King,xyz,XYZ Monster,Warrior,3,EARTH,3.17,1.36,81
Assault Beast,effect,Effect Monster,Beast-Warrior,4,EARTH,0.18,0.15,19
Assault Blackwing - Chidori the Rain Sprinkling,synchro,Synchro Monster,Winged Beast,7,DARK,1.46,0.52,76
Assault Blackwing - Kunai the Drizzle,effect,Effect Monster,Winged Beast,5,DARK,0.30,0.47,55
Assault Blackwing - Onimaru the Divine Thunder,synchro,Synchro Monster,Winged Beast,12,DARK,1.22,0.74,94
Assault Blackwing - Raikiri the Rain Shower,synchro,Synchro Monster,Winged Beast,7,DARK,6.58,3.73,54
Assault Blackwing - Sayo the Rain Hider,synchro,Synchro Monster,Winged Beast,2,DARK,0.23,0.23,39
Assault Blackwing - Sohaya the Rain Storm,synchro,Synchro Monster,Winged Beast,5,DARK,0.08,0.20,108
Assault Dog,effect,Effect Monster,Beast,4,EARTH,0.07,0.13,24
Assault Mercenary,effect,Effect Monster,Warrior,4,EARTH,0.06,0.14,28
Assault Sentinel,effect,Effect Monster,Beast-Warrior,4,EARTH,0.12,0.18,96
Assault Synchron,effect,Tuner Monster,Machine,2,DARK,4.05,5.41,85
Assault Wyvern,effect,Effect Monster,Dragon,4,LIGHT,0.20,0.32,27
Astra Ghouls,effect,Effect Monster,Zombie,5,EARTH,0.03,0.03,65
Astral Kuriboh,effect,Effect Monster,Fiend,1,LIGHT,4.44,4.08,92
Astraltopia,effect,Effect Monster,Warrior,4,LIGHT,0.19,0.21,56
Astrograph Sorcerer,effect_pendulum,Pendulum Effect Monster,Spellcaster,7,DARK,0.48,0.15,158
Asura Priest,effect,Spirit Monster,Fairy,4,LIGHT,2.77,1.86,35
Aswan Apparition,effect,Effect Monster,Fiend,3,DARK,0.09,0.19,26
Athena,effect,Effect Monster,Fairy,7,LIGHT,0.13,0.33,43
Atlantean Attack Squad,effect,Effect Monster,Sea Serpent,3,WATER,0.10,0.15,20
Atlantean Dragoons,effect,Effect Monster,Sea Serpent,4,WATER,0.64,0.47,43
Atlantean Heavy Infantry,effect,Effect Monster,Sea Serpent,2,WATER,2.68,2.60,55
Atlantean Marksman,effect,Effect Monster,Sea Serpent,3,WATER,1.31,1.68,52
Atlantean Pikeman,normal,Normal Monster,Sea Serpent,2,WATER,0.05,0.12,30
Atomic Firefly,effect,Effect Monster,Insect,1,LIGHT,0.34,0.44,30
Atomic Scrap Dragon,synchro,Synchro Monster,Dragon,10,EARTH,1.10,0.62,75
Attachment Cybern,effect,Effect Monster,Dragon,3,LIGHT,0.05,0.05,75
Attack Gainer,effect,Tuner Monster,Warrior,1,EARTH,0.16,0.64,31
Auram the World Chalice Blademaster,link,Link Monster,Cyberse,L2,FIRE,0.23,0.21,85
"Aurkus, Lightsworn Druid",effect,Effect Monster,Beast-Warrior,3,LIGHT,0.25,0.28,27
Aurora Paragon,effect,Effect Monster,Fairy,4,LIGHT,0.35,0.27,22
Aurora Wing,effect,Effect Monster,Winged Beast,4,WATER,0.04,0.19,34
Aussa the Earth Channeler,effect,Effect Monster,Spellcaster,5,EARTH,0.02,0.30,89
Aussa the Earth Charmer,effect,Flip Effect Monster,Spellcaster,3,EARTH,0.08,0.12,18
"Aussa the Earth Charmer, Immovable",link,Link Monster,Spellcaster,L2,EARTH,0.16,0.13,90
Autorokket Dragon,effect,Effect Monster,Dragon,3,DARK,0.07,0.18,85
Avalanching Aussa,effect,Effect Monster,Spellcaster,4,EARTH,0.13,0.21,41
Avatar of The Pot,effect,Effect Monster,Rock,3,EARTH,0.25,0.29,18
Avendread Savior,link,Link Monster,Zombie,L2,DARK,0.18,0.15,92
Avenging Knight Parshath,synchro,Synchro Monster,Fairy,8,LIGHT,10.47,13.33,41
"Avida, Rebuilder of Worlds",effect,Effect Monster,Cyberse,11,LIGHT,0.14,0.17,87
Awakening of the Possessed - Gagigobyte,effect,Effect Monster,Reptile,5,WATER,0.09,0.06,109
Awakening of the Possessed - Greater Inari Fire,effect,Effect Monster,Pyro,5,FIRE,0.16,0.26,111
Awakening of the Possessed - Nefariouser Archfiend,effect,Effect Monster,Beast,5,EARTH,0.11,0.21,108
Awakening of the Possessed - Rasenryu,effect,Effect Monster,Dragon,5,WIND,0.04,0.06,101
Axe Dragonute,effect,Effect Monster,Dragon,4,DARK,0.06,0.16,17
Axe Raider,normal,Normal Monster,Warrior,4,EARTH,0.12,0.17,8
Aye-Iron,effect,Effect Monster,Machine,4,EARTH,0.16,0.09,21
"Aztekipede, the Worm Warrior",effect,Effect Monster,Insect,4,EARTH,0.60,0.59,43
Azure-Eyes Silver Dragon,synchro,Synchro Monster,Dragon,9,LIGHT,0.28,0.29,59
B-Buster Drake,effect,Union Effect Monster,Machine,4,LIGHT,1.00,0.78,80
B. Dragon Jungle King,normal,Normal Monster,Dragon,6,EARTH,0.00,0.00,12
B.E.S. Big Core,effect,Effect Monster,Machine,6,DARK,0.25,0.29,38
B.E.S. Big Core MK-2,effect,Effect Monster,Machine,6,FIRE,0.20,0.44,56
B.E.S. Big Core MK-3,effect,Effect Monster,Machine,8,LIGHT,0.22,0.21,82
B.E.S. Blaster Cannon Core,effect,Effect Monster,Machine,9,EARTH,0.09,0.13,73
B.E.S. Covered Core,effect,Effect Monster,Machine,7,EARTH,15.45,0.49,62
B.E.S. Crystal Core,effect,Effect Monster,Machine,5,WATER,0.81,0.51,65
B.E.S. Tetran,effect,Effect Monster,Machine,6,WIND,15.59,0.50,64
Baba Barber,link,Link Monster,Fiend,L2,DARK,0.17,0.13,39
Baby Dragon,normal,Normal Monster,Dragon,3,WIND,0.03,0.20,13
Baby Raccoon Ponpoko,effect,Effect Monster,Beast,2,EARTH,0.04,0.13,42
Baby Raccoon Tantan,effect,Flip Effect Monster,Beast,2,EARTH,0.07,0.18,15
Baby Spider,effect,Effect Monster,Insect,3,DARK,0.13,0.08,67
Baby Tiragon,xyz,XYZ Monster,Dragon,1,EARTH,0.14,0.10,32
Babycerasaurus,effect,Effect Monster,Dinosaur,2,EARTH,0.07,0.06,26
Bacha the Melodious Maestra,fusion,Fusion Monster,Fairy,7,LIGHT,0.00,0.00,80
Bachibachibachi,effect,Effect Monster,Insect,3,LIGHT,0.07,0.13,34
Background Dragon,effect,Effect Monster,Dragon,5,DARK,0.06,0.07,54
Backlinker,effect,Effect Monster,Cyberse,3,DARK,0.02,0.05,53
Backup Operator,effect,Effect Monster,Cyberse,3,LIGHT,0.02,0.10,56
Backup Secretary,effect,Effect Monster,Cyberse,3,LIGHT,0.06,0.05,27
Backup Supervisor,link,Link Monster,Cyberse,L2,LIGHT,0.04,0.17,88
Backup Warrior,effect,Effect Monster,Warrior,5,EARTH,0.20,0.19,36
Bacon Saver,effect,Effect Monster,Zombie,2,DARK,0.13,0.13,33
Baelgrill de Nouvelles,ritual,Ritual Effect Monster,Warrior,6,DARK,0.21,0.22,101
"Bahalutiya, the Grand Radiance",effect,Effect Monster,Dragon,7,LIGHT,0.14,0.12,121
Bahamut Shark,xyz,XYZ Monster,Sea Serpent,4,WATER,0.21,0.22,40
Baku the Beast Ninja,effect,Effect Monster,Beast,3,WIND,0.06,0.12,68
Balameuniere de Nouvelles,ritual,Ritual Effect Monster,Beast-Warrior,5,DARK,0.20,0.25,90
Balancer Lord,effect,Effect Monster,Cyberse,4,LIGHT,0.15,0.37,66
Balloon Lizard,effect,Effect Monster,Reptile,4,EARTH,0.23,0.06,37
Banisher of the Light,effect,Effect Monster,Fairy,3,LIGHT,0.19,0.24,9
Banisher of the Radiance,effect,Effect Monster,Fairy,3,LIGHT,0.17,0.24,9
Baobaboon,effect,Effect Monster,Plant,3,DARK,0.07,0.15,50
"Barbar, Malebranche of the Burning Abyss",effect,Effect Monster,Fiend,3,DARK,0.26,0.29,95
"Barbaroid, the Ultimate Battle Machine",fusion,Fusion Monster,Machine,12,EARTH,10.49,0.94,57
Baromet the Sacred Sheep Shrub,xyz,XYZ Monster,Plant,4,EARTH,0.23,0.15,83
Baron of the Fiend Sword,normal,Normal Monster,Fiend,4,DARK,0.02,0.46,16
Baronne de Fleur,synchro,Synchro Monster,Warrior,10,WIND,4.62,0.91,94
Barox,fusion,Fusion Monster,Fiend,5,DARK,20.11,9.23,4
Barrel Dragon,effect,Effect Monster,Machine,7,DARK,0.04,0.17,28
Barrel Lily,normal,Normal Monster,Plant,3,EARTH,0.00,0.00,8
Barrel Rock,normal,Normal Monster,Rock,4,EARTH,0.00,0.00,10
Barricadeborg Blocker,link,Link Monster,Machine,L2,DARK,0.21,0.18,59
Barrier Resonator,effect,Tuner Monster,Fiend,1,LIGHT,0.10,0.18,40
Barrier Statue of the Abyss,effect,Effect Monster,Fiend,4,DARK,0.08,0.28,10
Barrier Statue of the Drought,effect,Effect Monster,Rock,4,EARTH,0.30,0.40,10
Barrier Statue of the Heavens,effect,Effect Monster,Fairy,4,LIGHT,0.20,0.36,10
Barrier Statue of the Inferno,effect,Effect Monster,Pyro,4,FIRE,0.18,0.28,9
Barrier Statue of the Stormwinds,effect,Effect Monster,Winged Beast,4,WIND,0.68,0.29,10
Barrier Statue of the Torrent,effect,Effect Monster,Aqua,4,WATER,0.27,0.45,9
Basic Insect,normal,Normal Monster,Insect,2,EARTH,0.02,0.08,12
"Basilius, Familiar of the Evil Eye",effect,Effect Monster,Fiend,3,DARK,0.16,0.14,65
"Basiltrice, Familiar of the Evil Eye",effect,Effect Monster,Fiend,3,DARK,0.08,0.13,91
Bat,normal,Normal Monster,Machine,1,WIND,0.00,0.00,9
Batteryman 9-Volt,effect,Effect Monster,Thunder,4,LIGHT,0.18,0.18,52
Batteryman AA,effect,Effect Monster,Thunder,3,LIGHT,0.18,0.24,34
Batteryman AAA,effect,Effect Monster,Thunder,4,LIGHT,0.06,0.23,21
Batteryman C,effect,Effect Monster,Thunder,2,LIGHT,0.12,0.23,48
Batteryman Charger,effect,Effect Monster,Thunder,5,LIGHT,0.08,0.25,34
Batteryman D,effect,Effect Monster,Thunder,1,LIGHT,0.27,0.19,16
Batteryman Fuel Cell,effect,Effect Monster,Thunder,6,LIGHT,0.54,0.59,44
Batteryman Industrial Strength,effect,Effect Monster,Thunder,8,LIGHT,0.54,1.20,52
Batteryman Micro-Cell,effect,Flip Effect Monster,Thunder,1,LIGHT,0.13,0.31,37
Batteryman Solar,effect,Effect Monster,Thunder,4,LIGHT,0.15,0.34,80
Battle Fader,effect,Effect Monster,Fiend,1,DARK,0.19,0.25,33
Battle Footballer,normal,Normal Monster,Machine,4,FIRE,0.02,0.14,14
Battle Ox,normal,Normal Monster,Beast-Warrior,4,EARTH,0.02,0.19,14
Battle Shogun of the Six Samurai,link,Link Monster,Warrior,L2,EARTH,0.20,0.17,88
Battle Steer,normal,Normal Monster,Beast-Warrior,5,EARTH,0.25,0.09,18
Battle Survivor,effect,Effect Monster,Warrior,4,EARTH,0.02,0.05,47
Battle Warrior,normal,Normal Monster,Warrior,3,EARTH,0.15,0.32,8
Battlecruiser Dianthus,xyz,XYZ Monster,Plant,3,EARTH,0.16,0.19,37
Battleguard Cadet,effect,Effect Monster,Warrior,1,EARTH,0.05,0.04,61
Battleguard King,effect,Effect Monster,Warrior,8,EARTH,0.03,0.12,30
Battlestorm,effect,Effect Monster,Winged Beast,4,DARK,0.07,0.24,43
Battlewasp - Arbalest the Rapidfire,effect,Effect Monster,Insect,4,WIND,0.36,0.26,66
Battlewasp - Azusa the Ghost Bow,synchro,Synchro Tuner Monster,Insect,5,WIND,0.14,0.24,82
Battlewasp - Ballista the Armageddon,synchro,Synchro Monster,Insect,12,WIND,0.13,0.24,78
Battlewasp - Dart the Hunter,effect,Effect Monster,Insect,1,WIND,0.12,0.11,83
Battlewasp - Halberd the Charge,synchro,Synchro Monster,Insect,6,WIND,0.10,0.22,79
Battlewasp - Hama the Conquering Bow,synchro,Synchro Monster,Insect,8,WIND,0.23,0.45,103
Battlewasp - Pin the Bullseye,effect,Effect Monster,Insect,1,WIND,0.62,0.53,51
Battlewasp - Sting the Poison,effect,Tuner Monster,Insect,2,WIND,0.92,0.50,67
Battlewasp - Twinbow the Attacker,effect,Effect Monster,Insect,3,WIND,0.33,0.46,58
Battlin' Boxer Big Bandage,effect,Effect Monster,Warrior,2,FIRE,0.04,0.03,47
Battlin' Boxer Cheat Commissioner,xyz,XYZ Monster,Warrior,3,FIRE,0.04,0.04,68
Battlin' Boxer Chief Second,effect,Effect Monster,Warrior,4,FIRE,0.11,0.10,83
Battlin' Boxer Counterpunch,effect,Effect Monster,Warrior,3,FIRE,0.13,0.24,54
Battlin' Boxer Glassjaw,effect,Effect Monster,Warrior,4,FIRE,0.02,0.06,43
